"id","name","amount","stage","probability","closeDate","contact.name","contact.email","contact.phone","contact.company","contact.title","createdAt","updatedAt","activities.type","activities.date","activities.notes"
"D00039","Lakin and Sons - Elegant Granite Chicken",403714,"proposal",54,"2025-12-30","Jessica Powlowski","tillman11@gmail.com","1-434-309-7406 x09246","Simonis - Konopelski","Corporate Interactions Administrator","2025-11-02T11:43:01.533Z","2025-11-04T23:48:27.675Z","call","2025-11-04","Centum suus calcar succedo."
"D00040","Beatty Group - Frozen Granite Gloves",189516,"negotiation",71,"2026-01-25","Fredrick Langworth","koby_becker66@gmail.com","216.724.9493 x5633","Waelchi - Lockman","Corporate Data Associate","2025-07-13T15:06:58.069Z","2025-09-20T10:58:06.109Z","meeting","2025-08-21","Utrimque aggero similique depraedor coma sodalitas aureus consuasor aspicio cornu."
"D00040","Beatty Group - Frozen Granite Gloves",189516,"negotiation",71,"2026-01-25","Fredrick Langworth","koby_becker66@gmail.com","216.724.9493 x5633","Waelchi - Lockman","Corporate Data Associate","2025-07-13T15:06:58.069Z","2025-09-20T10:58:06.109Z","call","2025-08-17","Earum vix candidus earum suppellex."
"D00040","Beatty Group - Frozen Granite Gloves",189516,"negotiation",71,"2026-01-25","Fredrick Langworth","koby_becker66@gmail.com","216.724.9493 x5633","Waelchi - Lockman","Corporate Data Associate","2025-07-13T15:06:58.069Z","2025-09-20T10:58:06.109Z","demo","2025-07-14","Capto repudiandae hic recusandae auctus."
"D00040","Beatty Group - Frozen Granite Gloves",189516,"negotiation",71,"2026-01-25","Fredrick Langworth","koby_becker66@gmail.com","216.724.9493 x5633","Waelchi - Lockman","Corporate Data Associate","2025-07-13T15:06:58.069Z","2025-09-20T10:58:06.109Z","meeting","2025-08-29","Molestias advenio vestrum appono currus tamisium suffoco rerum verto."
"D00040","Beatty Group - Frozen Granite Gloves",189516,"negotiation",71,"2026-01-25","Fredrick Langworth","koby_becker66@gmail.com","216.724.9493 x5633","Waelchi - Lockman","Corporate Data Associate","2025-07-13T15:06:58.069Z","2025-09-20T10:58:06.109Z","email","2025-08-07","Talus suggero demens facere solutio tandem clam victus amet."
"D00040","Beatty Group - Frozen Granite Gloves",189516,"negotiation",71,"2026-01-25","Fredrick Langworth","koby_becker66@gmail.com","216.724.9493 x5633","Waelchi - Lockman","Corporate Data Associate","2025-07-13T15:06:58.069Z","2025-09-20T10:58:06.109Z","email","2025-08-26","Aetas vel confido cruentus verbum at tabula usque statim tolero."
"D00041","Stark - Crona - Frozen Cotton Ball",110947,"closed-won",100,"2025-12-02","Elvira Gerlach","flavio.terry55@hotmail.com","716.790.4299 x6381","Funk, Kerluke and Conn","Corporate Communications Representative","2025-06-18T05:06:21.726Z","2025-08-11T10:56:01.722Z","call","2025-06-24","Ad damnatio summisse totidem spiritus alius."
"D00041","Stark - Crona - Frozen Cotton Ball",110947,"closed-won",100,"2025-12-02","Elvira Gerlach","flavio.terry55@hotmail.com","716.790.4299 x6381","Funk, Kerluke and Conn","Corporate Communications Representative","2025-06-18T05:06:21.726Z","2025-08-11T10:56:01.722Z","meeting","2025-08-09","Bellicus tenus vox spiculum villa territo iste conspergo tener."
"D00041","Stark - Crona - Frozen Cotton Ball",110947,"closed-won",100,"2025-12-02","Elvira Gerlach","flavio.terry55@hotmail.com","716.790.4299 x6381","Funk, Kerluke and Conn","Corporate Communications Representative","2025-06-18T05:06:21.726Z","2025-08-11T10:56:01.722Z","demo","2025-06-19","Defetiscor apostolus crastinus ater via."
"D00041","Stark - Crona - Frozen Cotton Ball",110947,"closed-won",100,"2025-12-02","Elvira Gerlach","flavio.terry55@hotmail.com","716.790.4299 x6381","Funk, Kerluke and Conn","Corporate Communications Representative","2025-06-18T05:06:21.726Z","2025-08-11T10:56:01.722Z","call","2025-06-27","Patria clibanus victus substantia rem speciosus cupiditas."
"D00042","Wunsch, Huels and Bosco - Oriental Bronze Car",238003,"closed-lost",0,"2026-01-09","Ms. Barbara Johns","tyshawn93@gmail.com","359.323.0048 x5600","Reinger - Balistreri","Chief Markets Specialist","2025-06-14T15:53:49.222Z","2025-06-30T08:01:02.756Z","email","2025-06-15","Delectus barba sortitus molestias nulla thesaurus vapulus ipsum."
"D00042","Wunsch, Huels and Bosco - Oriental Bronze Car",238003,"closed-lost",0,"2026-01-09","Ms. Barbara Johns","tyshawn93@gmail.com","359.323.0048 x5600","Reinger - Balistreri","Chief Markets Specialist","2025-06-14T15:53:49.222Z","2025-06-30T08:01:02.756Z","call","2025-06-21","Suscipio crustulum vilicus corporis patruus traho spes soleo."
"D00042","Wunsch, Huels and Bosco - Oriental Bronze Car",238003,"closed-lost",0,"2026-01-09","Ms. Barbara Johns","tyshawn93@gmail.com","359.323.0048 x5600","Reinger - Balistreri","Chief Markets Specialist","2025-06-14T15:53:49.222Z","2025-06-30T08:01:02.756Z","demo","2025-06-15","Terminatio doloremque tredecim cotidie absens vere vigor censura."
"D00042","Wunsch, Huels and Bosco - Oriental Bronze Car",238003,"closed-lost",0,"2026-01-09","Ms. Barbara Johns","tyshawn93@gmail.com","359.323.0048 x5600","Reinger - Balistreri","Chief Markets Specialist","2025-06-14T15:53:49.222Z","2025-06-30T08:01:02.756Z","call","2025-06-19","Sollers carbo abundans voluptatibus pax abundans adfero adulatio tonsor pecco."
"D00042","Wunsch, Huels and Bosco - Oriental Bronze Car",238003,"closed-lost",0,"2026-01-09","Ms. Barbara Johns","tyshawn93@gmail.com","359.323.0048 x5600","Reinger - Balistreri","Chief Markets Specialist","2025-06-14T15:53:49.222Z","2025-06-30T08:01:02.756Z","email","2025-06-15","Neque aranea cribro."
"D00042","Wunsch, Huels and Bosco - Oriental Bronze Car",238003,"closed-lost",0,"2026-01-09","Ms. Barbara Johns","tyshawn93@gmail.com","359.323.0048 x5600","Reinger - Balistreri","Chief Markets Specialist","2025-06-14T15:53:49.222Z","2025-06-30T08:01:02.756Z","email","2025-06-20","Cerno laborum balbus volubilis defero basium vilicus ducimus."
"D00042","Wunsch, Huels and Bosco - Oriental Bronze Car",238003,"closed-lost",0,"2026-01-09","Ms. Barbara Johns","tyshawn93@gmail.com","359.323.0048 x5600","Reinger - Balistreri","Chief Markets Specialist","2025-06-14T15:53:49.222Z","2025-06-30T08:01:02.756Z","email","2025-06-22","Absque aduro comparo."
"D00043","Turner, Kovacek and McGlynn - Licensed Bamboo Chips",188661,"lead",11,"2026-02-01","Sherry Daugherty DDS","ian_cassin-dickens11@hotmail.com","(917) 341-9642 x553","Bradtke, Johnson and Johnston","Lead Creative Supervisor","2025-08-13T10:28:44.176Z","2025-08-26T18:40:56.959Z","email","2025-08-22","Autem terminatio solus delinquo."
"D00044","Lind - Wehner - Licensed Silk Chips",178288,"qualified",31,"2025-11-25","Mr. Tim Wehner","nya_marvin@yahoo.com","634-542-2481 x389","Franecki - Wisoky","Central Security Engineer","2025-07-26T13:34:39.216Z","2025-09-13T15:51:07.978Z","email","2025-08-01","Occaecati agnosco peior architecto vicinus vestrum velum super vehemens."
"D00045","Harvey - Haley - Small Rubber Hat",419064,"proposal",56,"2026-01-08","Leticia Anderson","roxanne.jacobi79@gmail.com","(402) 334-7527 x919","Friesen and Sons","Customer Creative Developer","2025-07-06T09:20:19.924Z","2025-08-15T13:03:58.189Z","meeting","2025-07-27","Admiratio aeneus statim ex utor."
"D00045","Harvey - Haley - Small Rubber Hat",419064,"proposal",56,"2026-01-08","Leticia Anderson","roxanne.jacobi79@gmail.com","(402) 334-7527 x919","Friesen and Sons","Customer Creative Developer","2025-07-06T09:20:19.924Z","2025-08-15T13:03:58.189Z","email","2025-07-29","Adopto vicinus arguo vox ante tam."
"D00045","Harvey - Haley - Small Rubber Hat",419064,"proposal",56,"2026-01-08","Leticia Anderson","roxanne.jacobi79@gmail.com","(402) 334-7527 x919","Friesen and Sons","Customer Creative Developer","2025-07-06T09:20:19.924Z","2025-08-15T13:03:58.189Z","meeting","2025-08-06","Autus subnecto cubo video audio."
"D00046","Considine, Hermiston and Ortiz - Handcrafted Bronze Computer",313107,"negotiation",65,"2026-01-09","Dr. Rosemarie Toy","theresia19@gmail.com","268.614.5817 x8555","Rogahn - Jast","District Markets Strategist","2025-10-02T14:03:08.531Z","2025-10-26T11:58:40.219Z","email","2025-10-23","Excepturi beneficium summa canonicus comburo aut delego."
"D00046","Considine, Hermiston and Ortiz - Handcrafted Bronze Computer",313107,"negotiation",65,"2026-01-09","Dr. Rosemarie Toy","theresia19@gmail.com","268.614.5817 x8555","Rogahn - Jast","District Markets Strategist","2025-10-02T14:03:08.531Z","2025-10-26T11:58:40.219Z","demo","2025-10-11","Deorsum undique expedita aestivus teres libero vomica traho."
"D00046","Considine, Hermiston and Ortiz - Handcrafted Bronze Computer",313107,"negotiation",65,"2026-01-09","Dr. Rosemarie Toy","theresia19@gmail.com","268.614.5817 x8555","Rogahn - Jast","District Markets Strategist","2025-10-02T14:03:08.531Z","2025-10-26T11:58:40.219Z","call","2025-10-18","Dapifer adimpleo acsi."
"D00046","Considine, Hermiston and Ortiz - Handcrafted Bronze Computer",313107,"negotiation",65,"2026-01-09","Dr. Rosemarie Toy","theresia19@gmail.com","268.614.5817 x8555","Rogahn - Jast","District Markets Strategist","2025-10-02T14:03:08.531Z","2025-10-26T11:58:40.219Z","demo","2025-10-07","Patruus amicitia magni comes vomer confero bos iure alter numquam."
"D00046","Considine, Hermiston and Ortiz - Handcrafted Bronze Computer",313107,"negotiation",65,"2026-01-09","Dr. Rosemarie Toy","theresia19@gmail.com","268.614.5817 x8555","Rogahn - Jast","District Markets Strategist","2025-10-02T14:03:08.531Z","2025-10-26T11:58:40.219Z","demo","2025-10-06","Curis absconditus collum approbo agnitio voluptas spiritus vaco suscipio."
"D00047","Streich - Wunsch - Gorgeous Cotton Cheese",360470,"closed-won",100,"2025-11-13","Darryl Hagenes-Larkin","kelley_williamson82@gmail.com","1-288-512-3168 x05696","Carroll, Bechtelar and Hayes","Regional Brand Designer","2025-05-30T15:45:50.237Z","2025-10-21T10:08:30.565Z","call","2025-08-05","Accusamus vis talis contra."
"D00047","Streich - Wunsch - Gorgeous Cotton Cheese",360470,"closed-won",100,"2025-11-13","Darryl Hagenes-Larkin","kelley_williamson82@gmail.com","1-288-512-3168 x05696","Carroll, Bechtelar and Hayes","Regional Brand Designer","2025-05-30T15:45:50.237Z","2025-10-21T10:08:30.565Z","demo","2025-07-22","Tolero accommodo catena antepono causa accusator tribuo."
"D00047","Streich - Wunsch - Gorgeous Cotton Cheese",360470,"closed-won",100,"2025-11-13","Darryl Hagenes-Larkin","kelley_williamson82@gmail.com","1-288-512-3168 x05696","Carroll, Bechtelar and Hayes","Regional Brand Designer","2025-05-30T15:45:50.237Z","2025-10-21T10:08:30.565Z","call","2025-05-31","Decens supplanto advoco truculenter."
"D00047","Streich - Wunsch - Gorgeous Cotton Cheese",360470,"closed-won",100,"2025-11-13","Darryl Hagenes-Larkin","kelley_williamson82@gmail.com","1-288-512-3168 x05696","Carroll, Bechtelar and Hayes","Regional Brand Designer","2025-05-30T15:45:50.237Z","2025-10-21T10:08:30.565Z","meeting","2025-09-14","Decerno voluntarius dicta labore utique conforto cariosus utilis."
"D00047","Streich - Wunsch - Gorgeous Cotton Cheese",360470,"closed-won",100,"2025-11-13","Darryl Hagenes-Larkin","kelley_williamson82@gmail.com","1-288-512-3168 x05696","Carroll, Bechtelar and Hayes","Regional Brand Designer","2025-05-30T15:45:50.237Z","2025-10-21T10:08:30.565Z","meeting","2025-09-01","Substantia conicio auctor."
"D00048","Koss, Heathcote and Vandervort - Intelligent Metal Shoes",30433,"closed-lost",0,"2026-02-01","Sheldon Lemke","giovani6@yahoo.com","975.925.4219 x797","Mosciski - Schamberger","Forward Solutions Designer","2025-11-06T05:34:45.659Z","2025-11-07T00:38:07.959Z","call","2025-11-06","Constans vomer antepono alii bardus."
"D00048","Koss, Heathcote and Vandervort - Intelligent Metal Shoes",30433,"closed-lost",0,"2026-02-01","Sheldon Lemke","giovani6@yahoo.com","975.925.4219 x797","Mosciski - Schamberger","Forward Solutions Designer","2025-11-06T05:34:45.659Z","2025-11-07T00:38:07.959Z","meeting","2025-11-06","Vulpes casus denuncio cernuus ustilo."
"D00048","Koss, Heathcote and Vandervort - Intelligent Metal Shoes",30433,"closed-lost",0,"2026-02-01","Sheldon Lemke","giovani6@yahoo.com","975.925.4219 x797","Mosciski - Schamberger","Forward Solutions Designer","2025-11-06T05:34:45.659Z","2025-11-07T00:38:07.959Z","meeting","2025-11-06","Acceptus vilicus tribuo impedit."
"D00048","Koss, Heathcote and Vandervort - Intelligent Metal Shoes",30433,"closed-lost",0,"2026-02-01","Sheldon Lemke","giovani6@yahoo.com","975.925.4219 x797","Mosciski - Schamberger","Forward Solutions Designer","2025-11-06T05:34:45.659Z","2025-11-07T00:38:07.959Z","call","2025-11-06","Umerus theologus comminor tempora antea deputo."
"D00048","Koss, Heathcote and Vandervort - Intelligent Metal Shoes",30433,"closed-lost",0,"2026-02-01","Sheldon Lemke","giovani6@yahoo.com","975.925.4219 x797","Mosciski - Schamberger","Forward Solutions Designer","2025-11-06T05:34:45.659Z","2025-11-07T00:38:07.959Z","call","2025-11-06","Vicinus curiositas teneo."
"D00048","Koss, Heathcote and Vandervort - Intelligent Metal Shoes",30433,"closed-lost",0,"2026-02-01","Sheldon Lemke","giovani6@yahoo.com","975.925.4219 x797","Mosciski - Schamberger","Forward Solutions Designer","2025-11-06T05:34:45.659Z","2025-11-07T00:38:07.959Z","meeting","2025-11-06","Cursim vita arto assumenda vesica ventus amita."
"D00048","Koss, Heathcote and Vandervort - Intelligent Metal Shoes",30433,"closed-lost",0,"2026-02-01","Sheldon Lemke","giovani6@yahoo.com","975.925.4219 x797","Mosciski - Schamberger","Forward Solutions Designer","2025-11-06T05:34:45.659Z","2025-11-07T00:38:07.959Z","call","2025-11-06","Illo abundans timidus amplexus antiquus."
"D00048","Koss, Heathcote and Vandervort - Intelligent Metal Shoes",30433,"closed-lost",0,"2026-02-01","Sheldon Lemke","giovani6@yahoo.com","975.925.4219 x797","Mosciski - Schamberger","Forward Solutions Designer","2025-11-06T05:34:45.659Z","2025-11-07T00:38:07.959Z","call","2025-11-06","Astrum tantum doloremque benigne utroque eaque minima asporto creber sui."
"D00049","Kemmer - Shields - Refined Ceramic Car",470371,"lead",18,"2026-01-14","Delia Wuckert","riley.koepp@yahoo.com","1-907-788-2991 x6684","Howell LLC","Customer Metrics Supervisor","2025-07-15T15:55:17.494Z","2025-09-14T12:38:59.838Z","demo","2025-08-13","Audentia distinctio cibus subiungo culpo."
"D00049","Kemmer - Shields - Refined Ceramic Car",470371,"lead",18,"2026-01-14","Delia Wuckert","riley.koepp@yahoo.com","1-907-788-2991 x6684","Howell LLC","Customer Metrics Supervisor","2025-07-15T15:55:17.494Z","2025-09-14T12:38:59.838Z","email","2025-07-26","Reprehenderit caries earum coruscus vomer varietas bestia universe."
"D00049","Kemmer - Shields - Refined Ceramic Car",470371,"lead",18,"2026-01-14","Delia Wuckert","riley.koepp@yahoo.com","1-907-788-2991 x6684","Howell LLC","Customer Metrics Supervisor","2025-07-15T15:55:17.494Z","2025-09-14T12:38:59.838Z","call","2025-08-18","Cuppedia textor vicissitudo."
"D00050","Beahan Group - Rustic Metal Table",321415,"qualified",30,"2026-01-06","Wendell O'Hara","waino18@yahoo.com","(423) 445-1701","Kutch Group","National Division Representative","2025-05-30T11:24:32.761Z","2025-10-22T23:25:31.769Z","meeting","2025-07-21","Utpote conservo suasoria teneo."
"D00050","Beahan Group - Rustic Metal Table",321415,"qualified",30,"2026-01-06","Wendell O'Hara","waino18@yahoo.com","(423) 445-1701","Kutch Group","National Division Representative","2025-05-30T11:24:32.761Z","2025-10-22T23:25:31.769Z","email","2025-07-09","Sufficio vitium theologus demitto atavus abstergo sufficio error."
"D00050","Beahan Group - Rustic Metal Table",321415,"qualified",30,"2026-01-06","Wendell O'Hara","waino18@yahoo.com","(423) 445-1701","Kutch Group","National Division Representative","2025-05-30T11:24:32.761Z","2025-10-22T23:25:31.769Z","call","2025-09-07","Corpus suus thorax cresco animi veritas admitto solus adstringo."
"D00051","Hagenes - Hermiston - Soft Ceramic Shoes",352681,"proposal",59,"2026-01-01","Marian Hodkiewicz PhD","carter_west24@yahoo.com","(952) 880-8468 x395","Krajcik - Kling","National Operations Coordinator","2025-09-08T21:39:58.681Z","2025-11-06T00:39:53.394Z","email","2025-11-05","Balbus demoror ut taedium terreo spargo magnam cenaculum denuo."
"D00051","Hagenes - Hermiston - Soft Ceramic Shoes",352681,"proposal",59,"2026-01-01","Marian Hodkiewicz PhD","carter_west24@yahoo.com","(952) 880-8468 x395","Krajcik - Kling","National Operations Coordinator","2025-09-08T21:39:58.681Z","2025-11-06T00:39:53.394Z","meeting","2025-10-15","Dicta comis claudeo tibi thymbra sui volutabrum velit pecco adeo."
"D00051","Hagenes - Hermiston - Soft Ceramic Shoes",352681,"proposal",59,"2026-01-01","Marian Hodkiewicz PhD","carter_west24@yahoo.com","(952) 880-8468 x395","Krajcik - Kling","National Operations Coordinator","2025-09-08T21:39:58.681Z","2025-11-06T00:39:53.394Z","meeting","2025-10-07","Sollers confido aestivus capio thorax thesaurus substantia utroque."
"D00052","Jenkins, Larson and Herzog - Handmade Metal Cheese",236268,"negotiation",68,"2025-11-22","Hope Heidenreich Sr.","okey89@hotmail.com","(312) 725-6211 x20962","Koelpin - Runolfsdottir","National Factors Consultant","2025-09-15T07:17:09.431Z","2025-10-07T15:38:02.010Z","call","2025-09-27","Turbo adduco creptio."
"D00052","Jenkins, Larson and Herzog - Handmade Metal Cheese",236268,"negotiation",68,"2025-11-22","Hope Heidenreich Sr.","okey89@hotmail.com","(312) 725-6211 x20962","Koelpin - Runolfsdottir","National Factors Consultant","2025-09-15T07:17:09.431Z","2025-10-07T15:38:02.010Z","meeting","2025-09-19","Utrum desolo patria claro illo deprimo."
"D00052","Jenkins, Larson and Herzog - Handmade Metal Cheese",236268,"negotiation",68,"2025-11-22","Hope Heidenreich Sr.","okey89@hotmail.com","(312) 725-6211 x20962","Koelpin - Runolfsdottir","National Factors Consultant","2025-09-15T07:17:09.431Z","2025-10-07T15:38:02.010Z","call","2025-09-24","Curto sint circumvenio."
"D00052","Jenkins, Larson and Herzog - Handmade Metal Cheese",236268,"negotiation",68,"2025-11-22","Hope Heidenreich Sr.","okey89@hotmail.com","(312) 725-6211 x20962","Koelpin - Runolfsdottir","National Factors Consultant","2025-09-15T07:17:09.431Z","2025-10-07T15:38:02.010Z","email","2025-10-02","Apud summisse coaegresco beatus valde alias cohibeo calculus depromo reprehenderit."
"D00052","Jenkins, Larson and Herzog - Handmade Metal Cheese",236268,"negotiation",68,"2025-11-22","Hope Heidenreich Sr.","okey89@hotmail.com","(312) 725-6211 x20962","Koelpin - Runolfsdottir","National Factors Consultant","2025-09-15T07:17:09.431Z","2025-10-07T15:38:02.010Z","call","2025-09-19","Suppellex terror sponte templum timor talis."
"D00053","Lueilwitz, Lehner and Kling - Fresh Aluminum Fish",246131,"closed-won",100,"2026-01-28","Carmen Macejkovic","omari11@gmail.com","(618) 945-3748 x3376","Turcotte and Sons","Investor Solutions Planner","2025-05-20T18:05:33.505Z","2025-06-25T04:13:55.977Z","meeting","2025-06-20","Sopor celo thymum taceo omnis angulus."
"D00053","Lueilwitz, Lehner and Kling - Fresh Aluminum Fish",246131,"closed-won",100,"2026-01-28","Carmen Macejkovic","omari11@gmail.com","(618) 945-3748 x3376","Turcotte and Sons","Investor Solutions Planner","2025-05-20T18:05:33.505Z","2025-06-25T04:13:55.977Z","demo","2025-06-02","Alo sulum articulus pauci alias pectus tum."
"D00053","Lueilwitz, Lehner and Kling - Fresh Aluminum Fish",246131,"closed-won",100,"2026-01-28","Carmen Macejkovic","omari11@gmail.com","(618) 945-3748 x3376","Turcotte and Sons","Investor Solutions Planner","2025-05-20T18:05:33.505Z","2025-06-25T04:13:55.977Z","demo","2025-06-07","Civitas surgo coerceo aliquid capitulus."
"D00053","Lueilwitz, Lehner and Kling - Fresh Aluminum Fish",246131,"closed-won",100,"2026-01-28","Carmen Macejkovic","omari11@gmail.com","(618) 945-3748 x3376","Turcotte and Sons","Investor Solutions Planner","2025-05-20T18:05:33.505Z","2025-06-25T04:13:55.977Z","meeting","2025-06-11","Uxor absum torrens tabernus aspernatur."
"D00054","Towne, Weimann and Dach - Awesome Rubber Computer",128709,"closed-lost",0,"2026-01-27","Josephine Wisozk","meaghan.friesen@gmail.com","476-675-3599 x9098","Bahringer Inc","Internal Solutions Administrator","2025-05-11T22:57:38.051Z","2025-10-23T09:12:09.561Z","email","2025-09-24","Beatae utor laborum non tolero utique magnam caveo stultus."
"D00054","Towne, Weimann and Dach - Awesome Rubber Computer",128709,"closed-lost",0,"2026-01-27","Josephine Wisozk","meaghan.friesen@gmail.com","476-675-3599 x9098","Bahringer Inc","Internal Solutions Administrator","2025-05-11T22:57:38.051Z","2025-10-23T09:12:09.561Z","meeting","2025-09-28","Approbo aestivus vociferor trucido amicitia bis ad suppellex crinis deporto."
"D00054","Towne, Weimann and Dach - Awesome Rubber Computer",128709,"closed-lost",0,"2026-01-27","Josephine Wisozk","meaghan.friesen@gmail.com","476-675-3599 x9098","Bahringer Inc","Internal Solutions Administrator","2025-05-11T22:57:38.051Z","2025-10-23T09:12:09.561Z","email","2025-08-07","Audentia viridis atrox depraedor arma statua officiis civis qui audax."
"D00054","Towne, Weimann and Dach - Awesome Rubber Computer",128709,"closed-lost",0,"2026-01-27","Josephine Wisozk","meaghan.friesen@gmail.com","476-675-3599 x9098","Bahringer Inc","Internal Solutions Administrator","2025-05-11T22:57:38.051Z","2025-10-23T09:12:09.561Z","meeting","2025-08-07","Ustulo qui clarus summopere tenax utrimque curiositas vester solutio."
"D00054","Towne, Weimann and Dach - Awesome Rubber Computer",128709,"closed-lost",0,"2026-01-27","Josephine Wisozk","meaghan.friesen@gmail.com","476-675-3599 x9098","Bahringer Inc","Internal Solutions Administrator","2025-05-11T22:57:38.051Z","2025-10-23T09:12:09.561Z","meeting","2025-06-18","Vindico cur carmen velum arbitro vestrum vitae cometes voro auxilium."
"D00055","Fahey - Wolff - Licensed Wooden Table",166664,"lead",10,"2025-12-26","Heidi Ward","madalyn49@gmail.com","769.437.4703","Goldner and Sons","Direct Web Officer","2025-06-02T04:35:12.024Z","2025-10-28T01:10:40.176Z","email","2025-09-08","Caecus aequus suscipio pax."
"D00056","Dach, Spencer and Bruen - Ergonomic Metal Hat",21374,"qualified",27,"2026-01-21","Iris Keebler II","josefa35@hotmail.com","(228) 554-2040","Howe and Sons","Product Infrastructure Producer","2025-05-13T17:29:37.958Z","2025-09-10T04:19:12.875Z","call","2025-05-21","Comedo tristis abundans subiungo sono aureus."
"D00056","Dach, Spencer and Bruen - Ergonomic Metal Hat",21374,"qualified",27,"2026-01-21","Iris Keebler II","josefa35@hotmail.com","(228) 554-2040","Howe and Sons","Product Infrastructure Producer","2025-05-13T17:29:37.958Z","2025-09-10T04:19:12.875Z","call","2025-05-17","Vado cedo traho volva thesaurus."
"D00056","Dach, Spencer and Bruen - Ergonomic Metal Hat",21374,"qualified",27,"2026-01-21","Iris Keebler II","josefa35@hotmail.com","(228) 554-2040","Howe and Sons","Product Infrastructure Producer","2025-05-13T17:29:37.958Z","2025-09-10T04:19:12.875Z","call","2025-05-24","Antea quisquam vulgo labore stultus consequatur expedita callide ducimus."
"D00057","Schaefer, Gusikowski and Kuvalis - Incredible Bamboo Fish",478084,"proposal",60,"2025-11-15","Lance Powlowski","raina.mckenzie@hotmail.com","1-315-626-0979 x95218","Champlin and Sons","International Metrics Supervisor","2025-06-01T04:03:45.318Z","2025-11-04T10:25:07.498Z","demo","2025-07-21","Solum aveho utrum conculco."
"D00057","Schaefer, Gusikowski and Kuvalis - Incredible Bamboo Fish",478084,"proposal",60,"2025-11-15","Lance Powlowski","raina.mckenzie@hotmail.com","1-315-626-0979 x95218","Champlin and Sons","International Metrics Supervisor","2025-06-01T04:03:45.318Z","2025-11-04T10:25:07.498Z","demo","2025-06-14","Cariosus corrumpo adflicto pecus ater amplus suadeo."
"D00057","Schaefer, Gusikowski and Kuvalis - Incredible Bamboo Fish",478084,"proposal",60,"2025-11-15","Lance Powlowski","raina.mckenzie@hotmail.com","1-315-626-0979 x95218","Champlin and Sons","International Metrics Supervisor","2025-06-01T04:03:45.318Z","2025-11-04T10:25:07.498Z","email","2025-07-06","Solvo modi adfectus cursus unde."
"D00057","Schaefer, Gusikowski and Kuvalis - Incredible Bamboo Fish",478084,"proposal",60,"2025-11-15","Lance Powlowski","raina.mckenzie@hotmail.com","1-315-626-0979 x95218","Champlin and Sons","International Metrics Supervisor","2025-06-01T04:03:45.318Z","2025-11-04T10:25:07.498Z","meeting","2025-08-23","Utilis crur colo."
"D00057","Schaefer, Gusikowski and Kuvalis - Incredible Bamboo Fish",478084,"proposal",60,"2025-11-15","Lance Powlowski","raina.mckenzie@hotmail.com","1-315-626-0979 x95218","Champlin and Sons","International Metrics Supervisor","2025-06-01T04:03:45.318Z","2025-11-04T10:25:07.498Z","demo","2025-06-21","Aveho dolorum coepi aspernatur defluo eveniet vinco."
"D00058","Feil, Cruickshank and Marquardt - Incredible Metal Cheese",400795,"negotiation",73,"2026-01-19","Brenda Deckow","charles.kovacek@hotmail.com","1-534-403-6567","Hansen, Nicolas and Feil","Central Metrics Developer","2025-09-09T15:41:07.798Z","2025-09-30T18:15:23.038Z","demo","2025-09-23","Conspergo versus annus suppellex deprecator audacia."
"D00058","Feil, Cruickshank and Marquardt - Incredible Metal Cheese",400795,"negotiation",73,"2026-01-19","Brenda Deckow","charles.kovacek@hotmail.com","1-534-403-6567","Hansen, Nicolas and Feil","Central Metrics Developer","2025-09-09T15:41:07.798Z","2025-09-30T18:15:23.038Z","email","2025-09-26","Vigor vulariter tredecim viduo vigor adulescens thalassinus barba."
"D00058","Feil, Cruickshank and Marquardt - Incredible Metal Cheese",400795,"negotiation",73,"2026-01-19","Brenda Deckow","charles.kovacek@hotmail.com","1-534-403-6567","Hansen, Nicolas and Feil","Central Metrics Developer","2025-09-09T15:41:07.798Z","2025-09-30T18:15:23.038Z","email","2025-09-29","Corrupti sub demo quod nihil."
"D00058","Feil, Cruickshank and Marquardt - Incredible Metal Cheese",400795,"negotiation",73,"2026-01-19","Brenda Deckow","charles.kovacek@hotmail.com","1-534-403-6567","Hansen, Nicolas and Feil","Central Metrics Developer","2025-09-09T15:41:07.798Z","2025-09-30T18:15:23.038Z","email","2025-09-28","Decimus curtus stultus."
"D00059","Brakus - Wuckert - Bespoke Plastic Salad",85600,"closed-won",100,"2025-12-06","Miss Martha Green","june67@yahoo.com","(919) 649-3029 x5226","Pfeffer, Pfeffer and Kub","Senior Tactics Administrator","2025-09-13T09:17:20.643Z","2025-10-30T08:49:54.789Z","email","2025-09-16","Campana credo strenuus placeat supellex hic antiquus solio."
"D00059","Brakus - Wuckert - Bespoke Plastic Salad",85600,"closed-won",100,"2025-12-06","Miss Martha Green","june67@yahoo.com","(919) 649-3029 x5226","Pfeffer, Pfeffer and Kub","Senior Tactics Administrator","2025-09-13T09:17:20.643Z","2025-10-30T08:49:54.789Z","call","2025-09-28","Volo amplitudo vinculum audio capio talus."
"D00059","Brakus - Wuckert - Bespoke Plastic Salad",85600,"closed-won",100,"2025-12-06","Miss Martha Green","june67@yahoo.com","(919) 649-3029 x5226","Pfeffer, Pfeffer and Kub","Senior Tactics Administrator","2025-09-13T09:17:20.643Z","2025-10-30T08:49:54.789Z","email","2025-09-24","Quo abbas vindico."
